"site_no","dateTime","Flow_Inst","Flow_Inst_cd","Wtemp_Inst","pH_Inst","DO_Inst"
"02336526",2011-05-02 11:30:00,4.2,"E",19,7,7
"02336360",2011-05-11 13:30:00,12,"A",21,7,7.5
"02336300",2011-05-04 04:00:00,810,"X",18.5,7,6.7
"02336410",2011-05-22 06:00:00,14,"A e",21.5,7.2,7.3
"02336240",2011-05-30 15:30:00,11,"A",23.4,7,7.5
"02336240",2011-05-06 07:30:00,14,"A e",15,7.2,8.4
"02336410",2011-05-19 07:30:00,16,"A",15.4,7.2,8.9
"02336120",2011-05-13 06:15:00,13,"A e",22.5,7.1,7
"02336526",2011-05-23 17:30:00,3.5,"A e",22.8,8.2,10.7
"02336360",2011-05-19 17:00:00,10,"E",17,NA,10.2
"02336360",2011-05-15 09:00:00,11,"X",19.8,7.1,7.3
"02336120",2011-05-01 08:45:00,17,"A e",18.5,7,7.8
"02203655",2011-05-04 09:00:00,91,"A",16.5,6.8,8
"02336526",2011-05-02 10:15:00,4.2,"A",19.4,7,6.9
"02203700",2011-05-04 20:30:00,24,"E",20.5,6.9,7.3
"02203655",2011-05-06 09:30:00,12,"A e",NA,NA,7.9
"02336313",2011-05-05 09:00:00,1.3,"A",13.9,6.9,8
"02203700",2011-05-15 11:00:00,4.2,"E",18.2,6.9,5
"02336313",2011-05-15 02:45:00,0.98,"A",21.3,7.2,6.9
"02336240",2011-05-05 21:00:00,15,"A",17.7,7.2,8.8
"02337170",2011-05-04 02:15:00,5830,"A e",13.7,6.8,10.5
"02336410",2011-05-04 10:45:00,138,"X",17.3,6.6,8
"02336410",2011-05-31 12:45:00,12,"E",23.4,7,6.4
"02336728",2011-05-24 11:45:00,8.9,"A",20.6,7.1,7.5
"02336526",2011-05-04 05:45:00,80,"A",16.7,6.5,8.5
"02336300",2011-05-07 21:15:00,35,"A",20.6,7.2,8.5
"02337170",2011-05-16 06:15:00,1400,"A",16,6.9,8.9
"02336240",2011-05-21 09:45:00,9.2,"A e",18.3,7.2,7.6
"02336313",2011-05-21 05:30:00,0.93,"X",19.9,7.2,6.6
"02203655",2011-05-02 16:45:00,12,"E",19.8,7.1,7.2
"02337170",2011-05-06 21:30:00,7540,"A",12.8,6.8,10.5
"02203700",2011-05-12 23:00:00,4.6,"A e",26,7.1,7.9
"02203700",2011-05-10 05:45:00,4.9,"A",20.9,NA,3.5
"02336300",2011-05-16 18:15:00,25,"A",17.6,7.6,9
"02336526",2011-05-23 17:15:00,3.6,"A",22.6,8.1,10.4
"02336360",2011-05-24 22:15:00,9.1,"A",25.5,7.4,8.2
"02337170",2011-05-31 06:15:00,1270,"A",24.8,6.8,6.9
"02336120",2011-05-12 13:30:00,14,"A",21.4,7.2,7.5
"02336526",2011-05-25 20:45:00,2.8,"A",25.4,8.7,12.1
"02336728",2011-05-25 02:30:00,8.6,"X",23.6,7.1,7.2
"02336526",2011-05-11 14:45:00,4,"X",21,7.1,8.2
"02336120",2011-05-04 12:30:00,105,"E",16.5,6.5,8.3
"02336360",2011-05-21 06:00:00,9.8,"X",20,7.1,7.3
"02336728",2011-05-20 00:30:00,11,"A",18.9,7.2,8.7
"02336360",2011-05-11 18:00:00,11,"E",23.9,7.2,8.9
"02336313",2011-05-21 22:30:00,0.98,"A",23.5,7.2,7.4
"02336410",2011-05-06 16:00:00,25,"A e",NA,7,8.8
"02336240",2011-05-27 13:45:00,625,"A e",19.6,6.7,8.5
"02336360",2011-05-27 10:30:00,307,"X",21.4,6.6,7.2
"02336360",2011-05-28 11:45:00,12,"E",21.2,6.8,6.9
"02203700",2011-05-02 00:00:00,6.1,"A",22.5,7.1,8.6
"02203655",2011-05-29 22:15:00,11,"A e",23.4,6.7,6.9
"02336360",2011-05-18 14:30:00,10,"E",14,7.2,9.6
"02337170",2011-05-18 22:00:00,4590,"X",13.6,6.9,10
"02336728",2011-05-16 23:15:00,12,"X",17.5,7.2,8.9
"02336120",2011-05-23 10:30:00,11,"A e",21.4,7.1,7
"02337170",2011-05-27 16:30:00,7190,"A",20.5,6.3,5.8
"02336120",2011-05-14 22:00:00,14,"X",22.6,7.3,8.4
"02337170",2011-05-23 00:00:00,1410,"E",20,6.9,8.9
"02336410",2011-05-26 01:00:00,11,"A e",24.5,7.3,7.2
"02336313",2011-05-18 19:45:00,1,"E",18,7.3,8.5
"02336313",2011-05-05 17:45:00,1.3,"E",17.4,7.1,9.3
"02336410",2011-05-30 00:45:00,16,"A",24.8,7,6.8
"02336313",2011-05-29 09:15:00,0.77,"A",21.1,7.5,6
"02337170",2011-05-12 14:15:00,5140,"A",15.8,6.8,9.4
"02203655",2011-05-26 22:45:00,NA,"X",22.6,7,5.5
"02336728",2011-05-25 13:30:00,8.2,"A",20.7,7,7.7
"02336120",2011-05-24 02:45:00,11,"A e",23.7,7.2,7
"02336313",2011-05-29 08:30:00,NA,"A e",21.3,7.5,6
"02336120",2011-05-12 17:30:00,14,"E",23,7.3,8.4
"02336526",2011-05-16 05:30:00,3.8,"E",17.6,7.4,7.8
"02336120",2011-05-03 06:30:00,16,"A",20.4,7.1,7.5
"02336526",2011-05-05 21:15:00,5.7,"A",18.7,7.3,10.2
"02336360",2011-05-09 09:00:00,12,"E",18.8,7,7.8
"02336728",2011-05-19 10:15:00,11,"A",14,7.1,9
"02336410",2011-05-15 21:45:00,16,"A",18.9,7.4,8.4
"02203700",2011-05-25 08:30:00,3.7,"X",21.2,6.8,4.4
"02203700",2011-05-21 01:30:00,5.1,"A",22.1,6.9,5.4
"02336526",2011-05-05 07:00:00,6.4,"A e",15.3,6.9,8.2
"02336300",2011-05-03 06:00:00,31,"X",21,7.2,6.8
"02203655",2011-05-22 23:30:00,8.2,"X",22.8,7,6.7
"02203700",2011-05-18 10:30:00,4.4,"A",13.6,6.8,5.4
"02336313",2011-05-01 05:15:00,1,"A e",19,7,6.4
"02336360",2011-05-06 12:00:00,14,"A",14.9,7,8.4
"02336120",2011-05-25 12:00:00,11,"A",21.6,7,6.9
"02336526",2011-05-11 01:15:00,4.6,"A",25.3,8,7.5
"02336313",2011-05-29 15:15:00,0.82,"A",22,7.4,6.6
"02336526",2011-05-17 21:15:00,3.6,"A",16.4,8.1,12.2
"02336300",2011-05-22 03:15:00,23,"X",22.6,7.3,7.1
"02336313",2011-05-11 11:00:00,1,"A",20.3,7.2,6.6
"02337170",2011-05-24 21:45:00,2390,"A e",20.3,6.9,8.7
"02203655",2011-05-25 19:00:00,7.5,"A",23.3,7,6.6
"02336526",2011-05-02 22:15:00,4.2,"E",23.6,7.4,9.6
"02336728",2011-05-02 23:30:00,16,"E",21.9,7.1,8
"02337170",2011-06-01 01:45:00,NA,"A",26.2,6.9,7.2
"02336300",2011-05-01 22:30:00,33,"A",22.3,7.3,8
"02336526",2011-05-17 17:00:00,3.8,"A e",16,7.5,11
"02336526",2011-05-03 19:00:00,4,"A",22.9,7.3,10
"02336410",2011-05-25 21:15:00,11,"A",25.8,7.5,8.1
"02336300",2011-05-17 14:00:00,27,"A",15.4,7.5,8.6
"02337170",2011-05-22 03:45:00,3250,"A e",17.2,6.9,9.4
"02203655",2011-05-27 16:45:00,NA,"A e",20.3,6.3,7.6
"02336313",2011-05-10 11:00:00,1,"A",19.4,7.2,6.8
"02203700",2011-05-08 06:45:00,5.1,"A e",17.4,7.1,4.3
"02336313",2011-05-08 11:30:00,1.1,"A e",15.9,7.2,7.7
"02336240",2011-05-04 08:30:00,164,"A e",16.8,7,8.8
"02336360",2011-05-27 19:45:00,28,"X",23.3,6.8,7.4
"02203700",2011-05-20 09:30:00,4,"E",17,6.8,5.2
"02337170",2011-05-26 01:15:00,1700,"A",21,7.1,8.8
"02336526",2011-05-08 08:00:00,4.6,"E",17.5,7.1,7.7
"02336240",2011-05-18 13:15:00,11,"A",13.6,7.3,9
"02336360",2011-05-11 11:30:00,12,"A",21.1,6.9,7.2
"02337170",2011-05-28 11:30:00,2760,"A",20.3,6.6,7.4
"02336410",2011-05-28 18:30:00,25,"X",23.9,7.1,7.7
"02336410",2011-05-18 04:45:00,15,"A",15.3,7.2,9
"02203655",2011-05-23 11:00:00,NA,"A",21,6.9,6.1
"02203700",2011-05-13 11:45:00,4.4,"A",19.9,6.9,4.7
"02336360",2011-05-07 13:45:00,13,"A",15.4,7.1,8.6
"02336240",2011-05-11 10:45:00,11,"A",20.6,7.1,7.2
"02336360",2011-05-17 00:00:00,11,"A e",NA,7.3,9.2
"02336120",2011-05-08 03:00:00,17,"A",18.6,7.1,8.2
"02336313",2011-05-09 20:15:00,1,"A",23.7,7.3,8.5
"02336240",2011-05-27 05:00:00,273,"E",21.5,6.7,7.7
"02336360",2011-05-24 20:15:00,9.1,"A",25.7,7.5,9
"02336360",2011-05-19 20:45:00,10,"X",20.1,7.4,10.4
"02336728",2011-05-16 08:45:00,11,"E",16.8,7.2,8.3
"02336526",2011-05-30 11:30:00,5.5,"A",22.5,7.2,7.1
"02336313",2011-05-08 10:15:00,1.1,"A",16.1,7.2,7.7
"02203700",2011-05-23 08:30:00,3.9,"A",21,6.8,4.2
"02336526",2011-05-04 00:30:00,67,"A",19.5,7,8.1
"02337170",2011-05-23 02:45:00,1410,"A",20.1,6.8,8.6
"02336300",2011-05-19 19:30:00,26,"E",20.4,NA,9.8
"02336410",2011-05-04 18:30:00,64,"A",18.2,6.9,8.5
"02336240",2011-05-09 03:45:00,12,"A",19.1,7.2,7.6
"02203700",2011-05-15 18:45:00,4.6,"A",19.3,7.2,10.2
"02203655",2011-05-03 13:45:00,11,"E",19.3,7.1,7
"02336410",2011-05-05 19:45:00,29,"A",17.3,7.1,9.2
"02336360",2011-05-05 00:00:00,23,"X",18.8,7,8
"02336300",2011-05-25 01:15:00,21,"A",25.3,7.4,7.1
"02336240",2011-05-05 17:45:00,15,"X",17.4,7.2,9.1
"02336120",2011-05-04 12:45:00,99,"A",16.5,6.5,8.3
"02203700",2011-05-09 18:15:00,5.3,"E",NA,7.3,NA
"02336313",2011-05-08 10:45:00,1.1,"A e",16,7.2,7.6
"02336410",2011-05-08 19:15:00,21,"A",20.2,7.2,8.9
"02336120",2011-05-26 23:45:00,352,"A",22.8,6.6,7.2
"02336313",2011-05-13 01:30:00,0.98,"X",24.2,7.2,6.3
"02336410",2011-05-10 05:15:00,19,"X",21.4,7,7.1
"02336360",2011-05-17 07:30:00,11,"A",16.1,7.1,8.4
"02337170",2011-05-08 08:30:00,1780,"A",15.4,6.9,NA
"02336300",2011-05-24 03:00:00,21,"X",24.1,7.4,6.8
"02336526",2011-05-13 21:00:00,3.6,"A",24.2,8.3,11.6
"02336410",2011-05-21 01:45:00,14,"A",20.6,7.3,7.9
"02336526",2011-05-13 07:00:00,3.6,"A",22.8,7.3,6.1
"02336360",2011-05-22 13:30:00,9.8,"E",20.3,7.1,7.5
"02337170",2011-05-13 15:15:00,2840,"E",16.5,6.9,9.3
"02203700",2011-05-22 21:00:00,3.9,"A",26.2,7,8.4
"02336313",2011-05-23 23:45:00,0.93,"A e",24.6,7.2,6.7
"02203700",2011-05-26 09:30:00,3.5,"E",22.3,6.8,4.4
"02336410",2011-05-12 00:00:00,17,"A e",NA,7.2,7.4
"02336300",2011-05-08 21:00:00,33,"A e",21.2,7.3,8.1
"02203655",2011-05-20 08:30:00,8.2,"A e",17.7,7,7.5
"02203655",2011-05-28 06:00:00,29,"A",21.2,6.4,7
"02336120",2011-05-04 19:15:00,50,"E",18.4,6.8,8.5
"02336360",2011-05-16 09:00:00,11,"A e",17.2,7.1,8.1
"02336120",2011-05-19 17:15:00,12,"A e",16.7,NA,9.2
"02336526",2011-05-29 21:45:00,5.5,"A e",26.6,7.4,8.5
"02336300",2011-05-22 11:15:00,24,"E",20.8,7.3,6.9
"02337170",2011-05-31 00:30:00,1270,"X",25.6,6.8,7.4
"02336240",2011-05-11 20:30:00,11,"A",25.3,7.3,8.6
"02336240",2011-05-19 14:30:00,9.9,"A",15,7.3,NA
"02336120",2011-05-09 20:15:00,16,"A",22.1,7.3,8.9
"02203700",2011-05-25 14:15:00,3.7,"E",21,6.9,6.3
"02336240",2011-05-31 06:30:00,11,"E",23.4,7,6.8
"02336526",2011-05-23 13:45:00,3.6,"E",21.1,NA,7.3
"02336313",2011-05-28 22:45:00,0.82,"E",24.8,7.4,6.1
"02336300",2011-05-19 00:45:00,27,"X",17.4,7.6,8.9
"02336240",2011-05-13 09:00:00,9.9,"X",21.2,NA,7
"02336410",2011-05-23 22:15:00,13,"A",24.7,7.4,8.3
"02336360",2011-05-28 06:00:00,15,"A",22.3,6.8,6.7
"02336120",2011-05-19 12:00:00,12,"X",14.9,7.2,8.6
"02203655",2011-06-01 02:00:00,8.8,"A e",25,7,6.2
"02337170",2011-05-23 11:45:00,1430,"X",19.8,6.9,8.1
"02203655",2011-05-04 07:45:00,NA,"A e",16.9,6.9,8
"02203700",2011-05-18 00:45:00,4.6,"A",16.2,6.9,6.3
"02336526",2011-05-11 10:15:00,4,"A e",21.1,7,6.5
"02336360",2011-05-12 18:15:00,11,"A e",24.3,7.3,9.1
"02336300",2011-05-17 04:30:00,27,"A",16.8,7.5,7.9
"02336313",2011-05-22 11:45:00,1.3,"E",19.3,7.2,7.3
"02203700",2011-05-20 10:45:00,4,"A",16.6,6.9,5.2
"02336526",2011-05-10 07:45:00,4,"E",21.3,7.1,6.7
"02336300",2011-05-25 17:15:00,19,"A",24.6,7.4,8.3
"02203700",2011-05-25 00:45:00,3.5,"A",24.6,6.9,5.4
"02336240",2011-05-02 09:15:00,13,"E",18.9,7.1,7.5
"02336313",2011-05-14 20:45:00,1.1,"E",22.6,7.3,8.4
"02336526",2011-05-07 10:45:00,4.8,"E",15,7.1,8.3
"02336120",2011-05-27 20:15:00,98,"A",22.4,6.5,7.2
"02336300",2011-05-07 07:15:00,36,"E",16.4,7.3,7.9
"02336526",2011-05-24 13:15:00,NA,"E",21.3,7.5,6.8
"02336120",2011-05-31 00:30:00,13,"A",26,7,6.9
"02336313",2011-05-28 22:15:00,0.82,"A",24.9,7.3,6
"02336526",2011-05-22 16:45:00,3.6,"A e",21.8,7.9,9.9
"02336120",2011-05-27 12:45:00,833,"A e",20.4,6.2,7
"02336240",2011-05-16 18:15:00,10,"E",17.7,7.4,9.6
"02337170",2011-05-17 20:00:00,2990,"E",15.2,7,9.4
"02203700",2011-05-10 09:15:00,4.6,"E",19.6,7.3,3.3
"02203655",2011-05-25 19:30:00,7.5,"X",23.4,6.9,6.7
"02203700",2011-05-22 01:15:00,3.9,"E",23.4,6.8,4.8
"02336360",2011-05-30 04:15:00,7.2,"A",24.3,6.9,6.5
"02336120",2011-05-26 12:30:00,8.9,"E",22.4,7.1,6.8
"02336728",2011-05-04 06:30:00,309,"A",17.8,6.6,8
"02203655",2011-05-02 22:00:00,11,"A e",21.1,7.2,7
"02336313",2011-05-10 16:30:00,1,"A",23.2,7.2,8.9
"02336240",2011-05-20 06:30:00,9.5,"E",17.1,7.2,7.8
"02336526",2011-06-01 01:00:00,4.2,"E",27.1,7.9,8.3
"02336410",2011-05-14 23:15:00,16,"X",22.2,7.3,8.1
"02336410",2011-05-25 12:30:00,12,"A",21.6,7.2,7
"02336240",2011-05-10 21:45:00,11,"E",24.1,7.2,8.1
"02336728",2011-05-22 06:30:00,9.3,"E",20.2,7.1,7.6
"02336300",2011-05-17 11:30:00,27,"X",15.4,7.5,8
"02203700",2011-05-25 08:00:00,NA,"A",21.4,6.8,4.4
"02336728",2011-05-13 18:15:00,12,"A",24.2,7.3,8.6
"02203700",2011-05-25 09:15:00,3.7,"X",20.9,6.8,4.5
"02336313",2011-05-06 08:15:00,1.2,"A",14.6,7,8.2
"02336120",2011-05-31 22:30:00,12,"A",NA,7.1,7.6
"02336410",2011-05-15 02:45:00,16,"E",21.4,7.2,7.2
"02336526",2011-05-26 20:15:00,2.7,"A",25,8.5,11.6
"02336313",2011-05-10 06:15:00,1,"A",20.7,7.2,6.8
"02336300",2011-05-02 17:30:00,32,"A",21.4,7.3,8.1
"02336300",2011-05-23 02:30:00,23,"A e",24.4,7.3,6.9
"02336526",2011-05-06 07:15:00,5.2,"A",15.5,7,8.3
"02336526",2011-05-20 14:45:00,3.6,"A",17.2,7.6,8.9
"02336313",2011-05-15 17:45:00,1,"A",18.7,7.3,8.9
"02336120",2011-05-08 23:00:00,17,"E",20.4,7.3,8.6
"02336300",2011-05-24 19:15:00,20,"A",25.8,7.6,8.9
"02336410",2011-05-07 21:45:00,22,"A",19.1,7.1,8.8
"02203655",2011-05-06 04:15:00,13,"A",17.2,7.2,7.7
"02336120",2011-05-28 04:15:00,46,"A",22.1,6.6,7
"02336410",2011-05-24 06:00:00,14,"A",22.8,7.2,6.9
"02203655",2011-05-29 15:30:00,12,"A e",21,6.7,6.9
"02336300",2011-05-19 05:30:00,27,"A",NA,7.4,8.2
"02203655",2011-05-25 20:30:00,7.5,"A",23.4,6.9,6.3
"02336526",2011-05-20 09:15:00,3.6,"A",17.7,7.6,7.4
"02203700",2011-05-24 05:30:00,3.9,"X",22.5,6.8,4.2
"02336120",2011-05-08 17:00:00,17,"A",18.3,7.2,8.9
"02336410",2011-05-16 16:30:00,16,"X",16.9,7.3,9.1
"02336300",2011-05-03 06:45:00,31,"A",20.9,7.2,6.8
"02336728",2011-05-21 22:45:00,10,"A",24,7.3,8.3
"02336240",2011-05-11 08:30:00,11,"X",21,7.1,7.1
"02336410",2011-05-13 21:15:00,16,"A",23.9,7.4,8.7
"02203700",2011-05-01 07:45:00,6.4,"A e",18,7,6.7
"02336313",2011-05-11 22:45:00,0.98,"A",25.1,7.2,7
"02336240",2011-05-28 21:15:00,19,"A",23.8,7,7.2
"02336240",2011-05-04 16:00:00,NA,"A",16.7,7,8.6
"02336240",2011-05-24 03:00:00,8.2,"E",23,7.2,6.7
"02336313",2011-05-02 21:30:00,1,"A",23.3,7.1,6.8
"02336240",2011-05-10 02:00:00,11,"X",21.3,7.2,7.3
"02336360",2011-05-13 14:30:00,11,"E",21.3,7.1,7.9
"02336300",2011-05-15 11:45:00,27,"A",19.1,7.4,7.1
"02336526",2011-05-14 18:30:00,3.8,"A e",22.5,7.6,10.6
"02336120",2011-05-14 10:30:00,13,"A",20.8,7.2,7.2
"02337170",2011-05-29 06:00:00,2150,"A",21.5,6.8,7.4
"02336240",2011-05-09 15:30:00,12,"X",19.6,7.3,8.6
"02336410",2011-05-15 08:30:00,NA,"E",20,7.2,7.5
"02336313",2011-05-07 14:45:00,1.1,"A e",16.6,7.2,9.1
"02337170",2011-05-31 18:00:00,1260,"A",24.6,6.9,7.2
"02203700",2011-05-20 07:00:00,4,"A",17.6,6.8,5
"02336410",2011-05-23 15:30:00,13,"X",22,7.3,7.7
"02336526",2011-05-30 12:15:00,5.2,"A",22.4,7.2,7.2
"02337170",2011-05-28 23:45:00,2610,"A",21.8,6.8,7.5
"02336313",2011-05-12 07:15:00,0.98,"A",21.8,7.2,6.2
"02336313",2011-05-17 06:30:00,1,"A",15.7,7.2,6.8
"02336360",2011-05-30 19:00:00,6.6,"A",26.5,7.1,7.8
"02336360",2011-05-05 11:30:00,18,"E",15,7,8.4
"02336120",2011-05-30 01:30:00,16,"A",25.3,6.9,6.8
"02337170",2011-05-02 18:15:00,3900,"E",16.6,6.9,9.4
"02336360",2011-05-05 06:15:00,19,"A",16.9,6.9,8
"02336240",2011-05-30 09:15:00,12,"A",22.4,7,7
"02336526",2011-05-18 04:30:00,3.6,"X",15.5,7.8,8.9
"02336300",2011-05-09 13:30:00,32,"A",18.9,7.3,7.8
"02336360",2011-05-22 03:45:00,9.8,"A",21.8,7.1,7
"02336240",2011-05-05 20:00:00,15,"A",17.8,7.2,8.9
"02336120",2011-05-18 23:45:00,14,"A",17.5,7.3,9.1
"02336313",2011-05-29 02:45:00,0.82,"A e",23.5,7.4,5.8
"02336120",2011-05-22 09:45:00,11,"A",20.4,7.1,7.2
"02336240",2011-05-16 09:15:00,10,"A",16.7,7.3,8
"02336410",2011-05-08 17:30:00,NA,"A",19.3,7.2,8.9
"02336313",2011-05-14 03:45:00,0.93,"A",22.3,7.2,6.6
"02336410",2011-05-28 19:00:00,25,"A",24.1,7.1,7.6
"02337170",2011-05-15 21:00:00,2070,"A",15.9,6.9,9.3
"02336526",2011-05-24 15:00:00,NA,"E",21.7,7.6,8.2
"02203700",2011-05-12 10:45:00,4.6,"A",20.3,6.8,3.7
"02336728",2011-05-31 08:00:00,13,"A",23,7,7.3
"02203700",2011-05-07 05:30:00,5.3,"A",16.8,7,5.7
"02203700",2011-05-14 21:00:00,4.4,"A",23.5,7.2,9.4
"02336313",2011-05-24 01:30:00,0.87,"A e",24,7.1,6
"02336728",2011-05-02 19:15:00,16,"A",22.6,7.2,8.6
"02336526",2011-05-08 07:00:00,4.6,"A",17.9,7.1,7.7
"02203655",2011-05-03 13:30:00,11,"A e",19.2,7.1,7
"02337170",2011-05-04 22:00:00,7360,"A",15.3,NA,9.3
"02336410",2011-05-15 20:15:00,16,"X",19.1,7.4,9.1
"02203655",2011-05-28 14:15:00,20,"E",20,6.4,7.2
"02336410",2011-05-01 05:30:00,22,"A",19.4,6.8,7.6
"02203700",2011-05-02 10:30:00,5.8,"X",18.5,7,6.4
"02336728",2011-05-22 07:15:00,9.3,"A",20,7.1,7.7
"02203700",2011-05-02 03:45:00,6.1,"A e",20.6,7,6.5
"02336240",2011-05-02 12:15:00,13,"E",18.6,7.2,7.7
"02203700",2011-05-23 03:15:00,3.7,"E",23.6,6.8,4
"02336120",2011-05-13 08:00:00,13,"A",22,7.1,7
"02336728",2011-05-15 10:45:00,11,"X",18.8,7.2,7.8
"02336526",2011-05-19 13:00:00,3.8,"A",14.3,7.5,8.6
"02337170",2011-05-14 23:45:00,5450,"A",15.2,6.8,9.6
"02336240",2011-05-14 09:30:00,10,"A",20.6,7.2,7.1
"02336410",2011-05-30 08:00:00,15,"E",23.7,7,6.4
"02336360",2011-05-30 10:15:00,6.9,"A",23.3,6.9,6.6
"02336240",2011-05-28 04:15:00,33,"X",21.4,6.9,7.4
"02336300",2011-05-01 06:15:00,34,"A",19.6,7.2,7.1
"02336728",2011-05-22 20:45:00,9.3,"A",25.6,7.3,8.7
"02336360",2011-05-19 02:00:00,10,"A e",16.3,7.2,9
"02337170",2011-05-08 04:30:00,2180,"A",15.3,6.9,9.4
"02336360",2011-05-17 18:00:00,10,"X",16.4,7.4,10.4
"02336728",2011-05-24 14:15:00,8.9,"A e",21.4,7.1,8.1
"02336728",2011-05-24 03:30:00,8.9,"A e",NA,7.1,7.2
"02336120",2011-05-27 21:15:00,85,"A",22.6,6.5,7.2
"02336410",2011-05-11 16:30:00,17,"A",22.6,7.2,8.3
"02337170",2011-05-14 17:45:00,4470,"A",15.5,6.8,9.4
"02337170",2011-05-16 16:00:00,1710,"X",16.5,7,8.8
"02337170",2011-05-30 05:00:00,1430,"E",23.6,6.8,7.2
"02336300",2011-05-19 07:45:00,26,"A",15.7,7.4,8.2
"02337170",2011-05-17 03:30:00,1740,"A",16.1,7,9
"02203700",2011-05-04 21:30:00,24,"A",19.9,6.8,7.2
"02336120",2011-05-09 05:15:00,16,"A",19.2,7.1,7.8
"02336410",2011-05-25 12:00:00,13,"E",21.7,7.2,7.1
"02337170",2011-05-02 07:45:00,3330,"A e",15.2,6.9,NA
"02336300",2011-05-23 16:15:00,22,"A",23.2,7.5,8.2
"02203655",2011-05-04 10:00:00,74,"A e",16.2,6.9,8
"02336120",2011-05-02 12:30:00,16,"X",19,6.9,7.8
"02336120",2011-05-13 17:30:00,13,"A",22.7,7.3,8.3
"02336313",2011-05-20 11:30:00,1,"X",16.1,7.2,NA
"02336526",2011-05-11 16:30:00,4,"A",22.1,7.3,9.4
"02336728",2011-05-22 12:15:00,9.3,"A",19.4,7.1,7.7
"02336120",2011-05-10 05:00:00,16,"A",NA,7.1,7.6
"02336526",2011-05-26 06:30:00,3.5,"A",23.5,7.6,6.3
"02336240",2011-05-12 01:15:00,11,"A",23.5,7.2,6.9
"02336526",2011-05-10 15:00:00,4,"E",20.2,7.2,8.7
"02336240",2011-05-17 00:00:00,10,"E",17.1,7.4,8.6
"02336120",2011-05-06 00:00:00,22,"A e",17.7,7,8.6
"02336360",2011-05-28 01:00:00,19,"E",23.6,6.8,6.8
"02337170",2011-05-03 04:30:00,4020,"A",15.2,6.8,10
"02203700",2011-05-26 00:45:00,3.7,"A",25,6.9,5.4
"02336313",2011-05-19 03:30:00,1,"X",16.5,7.2,7.4
"02336410",2011-05-30 10:45:00,14,"A",23.3,7,6.6
"02336313",2011-05-06 22:15:00,1.2,"E",19.6,7.2,8.3
"02336410",2011-05-26 12:45:00,11,"A",22.5,7.2,7
"02336360",2011-05-20 00:45:00,10,"X",19,7.3,8.9
"02336728",2011-05-14 05:30:00,12,"A",20.9,7.2,7.5
"02336526",2011-05-03 17:45:00,4.2,"A",22.2,7.2,NA
"02336313",2011-05-18 02:45:00,0.98,"A e",15.8,7.1,7.7
"02336120",2011-05-21 05:15:00,12,"A",20.1,6.7,7.5
"02337170",2011-05-10 22:30:00,4340,"A",21,6.8,8.3
"02203655",2011-05-19 15:15:00,9.2,"A",15.2,7.1,9.1
"02336410",2011-05-31 19:00:00,11,"A",26.9,7.2,7.7
"02336120",2011-05-02 12:15:00,16,"A",19,7,7.7
"02203700",2011-05-22 10:30:00,3.9,"X",19.6,6.8,4.5
"02336300",2011-05-24 13:45:00,21,"A",22.2,7.4,7.1
"02337170",2011-05-20 17:30:00,2520,"A",15.8,7,9.6
"02336360",2011-05-30 23:15:00,6.6,"A",26.6,7,7.2
"02336728",2011-05-01 22:15:00,16,"A",21.7,7.1,8.3
"02336120",2011-05-18 06:45:00,13,"A e",14.8,7.2,8.7
"02336410",2011-05-28 23:45:00,22,"X",24.3,7,6.9
"02336300",2011-05-06 13:45:00,39,"A",14.7,7.3,8.5
"02336313",2011-05-12 18:45:00,1,"A",25.6,7.3,NA
"02336120",2011-05-29 02:00:00,21,"A",23.7,6.8,6.9
"02336313",2011-05-30 23:15:00,0.69,"A",26.3,7.3,5.8
"02337170",2011-05-24 19:00:00,2820,"E",20.1,6.9,8.7
"02203700",2011-05-11 05:00:00,4.9,"A",22.5,7.4,3.6
"02203655",2011-05-24 10:15:00,7.8,"X",21.5,NA,6
"02336120",2011-05-28 08:45:00,36,"A e",21.5,6.7,7
"02336240",2011-05-22 17:00:00,8.9,"A",23,7.3,9.3
"02336526",2011-05-09 18:30:00,4.8,"E",22.3,7.6,10.8
"02336526",2011-05-15 06:00:00,3.6,"A e",21,7.4,6.6
"02337170",2011-05-12 05:15:00,4380,"A",16.5,6.8,9.5
"02336300",2011-05-19 01:15:00,27,"E",17.2,7.5,8.8
"02336360",2011-05-21 19:15:00,9.8,"A e",23.2,7.4,9.7
"02336120",2011-05-03 11:15:00,16,"A",19.7,7.1,7.6
"02203700",2011-05-16 08:00:00,4.2,"E",16.8,6.9,4.8
"02336240",2011-05-28 13:00:00,23,"X",20.3,7,7.5
"02336300",2011-05-09 19:45:00,NA,"X",23.6,7.3,8.7
"02336410",2011-05-01 09:45:00,22,"A",18.6,6.8,7.7
"02336313",2011-05-19 21:00:00,1,"A",20.3,7.3,8.6
"02336120",2011-05-20 10:15:00,12,"X",17.1,7.2,8.1
"02203655",2011-05-07 05:45:00,12,"A",17.4,7.2,7.5
"02203700",2011-05-25 22:30:00,3.7,"A",25.9,7,7.9
"02203655",2011-05-26 16:15:00,NA,"A",22.5,6.9,6.3
"02203655",2011-05-19 05:30:00,NA,"X",16.2,7,8.2
"02336240",2011-05-04 06:45:00,257,"A e",17.2,6.9,8.8
"02336240",2011-05-31 00:45:00,11,"A",25.1,7,6.9
"02203655",2011-05-23 01:15:00,7.8,"A",23,7,6.3
